Huecos,f0,pe,fe,chi
0,489447,0.70000000,1329164.90000000,530503.13891106
1,147003,0.21000000,398749.47000000,158937.60349690
2,44070,0.06300000,119624.84100000,47720.30583961
3,19097,0.02700000,51267.78900000,20187.32785380
Huecos,f0,pe,fe,chi
0,489447,0.70000000,1329164.90000000,530503.13891106
1,147003,0.21000000,398749.47000000,158937.60349690
2,44070,0.06300000,119624.84100000,47720.30583961
3,19097,0.02700000,51267.78900000,20187.32785380
