Huecos,f0,pe,fe,chi
0,360311,0.60000000,719514.00000000,179324.92656015
1,143835,0.24000000,287805.60000000,72019.21597203
2,57827,0.09600000,115122.24000000,28515.29406184
3,38320,0.06400000,76748.16000000,19241.15810706
Huecos,f0,pe,fe,chi
0,360311,0.60000000,719514.00000000,179324.92656015
1,143835,0.24000000,287805.60000000,72019.21597203
2,57827,0.09600000,115122.24000000,28515.29406184
3,38320,0.06400000,76748.16000000,19241.15810706
