Huecos,f0,pe,fe,chi
0,160601,0.40000000,160296.80000000,0.57728938
1,96372,0.24000000,96178.08000000,0.39099311
2,57573,0.14400000,57706.84800000,0.31045340
3,86196,0.21600000,86560.27200000,1.53296757
Huecos,f0,pe,fe,chi
0,160601,0.40000000,160296.80000000,0.57728938
1,96372,0.24000000,96178.08000000,0.39099311
2,57573,0.14400000,57706.84800000,0.31045340
3,86196,0.21600000,86560.27200000,1.53296757
