Huecos,f0,pe,fe,chi
0,489675,0.70000000,1329657.70000000,530641.03362790
1,146623,0.21000000,398897.31000000,159545.64217537
2,44301,0.06300000,119669.19300000,47467.22505336
3,18988,0.02700000,51286.79700000,20340.75724493
Huecos,f0,pe,fe,chi
0,489675,0.70000000,1329657.70000000,530641.03362790
1,146623,0.21000000,398897.31000000,159545.64217537
2,44301,0.06300000,119669.19300000,47467.22505336
3,18988,0.02700000,51286.79700000,20340.75724493
