Huecos,f0,pe,fe,chi
0,159736,0.40000000,159935.60000000,0.24910126
1,96101,0.24000000,95961.36000000,0.20319980
2,57646,0.14400000,57576.81600000,0.08313113
3,86356,0.21600000,86365.22400000,0.00098514
Huecos,f0,pe,fe,chi
0,159736,0.40000000,159935.60000000,0.24910126
1,96101,0.24000000,95961.36000000,0.20319980
2,57646,0.14400000,57576.81600000,0.08313113
3,86356,0.21600000,86365.22400000,0.00098514
