Huecos,f0,pe,fe,chi
0,40359,0.20000000,120056.40000000,52905.76401391
1,32006,0.16000000,96045.12000000,42698.77418420
2,25722,0.12800000,76836.09600000,34002.90938646
3,102356,0.51200000,307344.38400000,136720.36894916
Huecos,f0,pe,fe,chi
0,40359,0.20000000,120056.40000000,52905.76401391
1,32006,0.16000000,96045.12000000,42698.77418420
2,25722,0.12800000,76836.09600000,34002.90938646
3,102356,0.51200000,307344.38400000,136720.36894916
